id,shop_no,original_name,clean_name,district,excise_range,search_query,google_maps_url,address,latitude,longitude,rating,reviews_count,timings,phone_number,signature_dishes,vibe_summary,geocoded,menu_extracted,verified,website
3000,38,Nambazhikadu,Nambazhikadu,Thrissur,Kunnamkulam,"Nambazhikadu Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3001,39,Chovallur,Chovallur,Thrissur,Kunnamkulam,"Chovallur Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3002,40,Chovallurpady,Chovallurpady,Thrissur,Kunnamkulam,"Chovallurpady Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3003,41,Sankaramkulam,Sankaramkulam,Thrissur,Kunnamkulam,"Sankaramkulam Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3004,42,Kanadiyoor,Kanadiyoor,Thrissur,Kunnamkulam,"Kanadiyoor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3005,43,Aloor,Aloor,Thrissur,Kunnamkulam,"Aloor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3006,44,Thuvanoor,Thuvanoor,Thrissur,Kunnamkulam,"Thuvanoor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3007,45,Vettukadu,Vettukadu,Thrissur,Kunnamkulam,"Vettukadu Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3008,46,Koonammoochi,Koonammoochi,Thrissur,Kunnamkulam,"Koonammoochi Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3009,47,Chiranelloor,Chiranelloor,Thrissur,Kunnamkulam,"Chiranelloor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3010,48,Kechery,Kechery,Thrissur,Kunnamkulam,"Kechery Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3011,49,Pudhussery,Pudhussery,Thrissur,Kunnamkulam,"Pudhussery Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3012,50,Muzhuvanchery,Muzhuvanchery,Thrissur,Kunnamkulam,"Muzhuvanchery Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3013,51,Thalakkottukara,Thalakkottukara,Thrissur,Kunnamkulam,"Thalakkottukara Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3014,52,Thandilam,Thandilam,Thrissur,Kunnamkulam,"Thandilam Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3015,53,Velur,Velur,Thrissur,Kunnamkulam,"Velur Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3016,54,Parannur,Parannur,Thrissur,Kunnamkulam,"Parannur Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3017,55,Vengilassery,Vengilassery,Thrissur,Kunnamkulam,"Vengilassery Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3018,56,Manalikkavu,Manalikkavu,Thrissur,Kunnamkulam,"Manalikkavu Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3019,57,Kurumal,Kurumal,Thrissur,Kunnamkulam,"Kurumal Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3020,58,Velur-Chungam,Velur-Chungam,Thrissur,Kunnamkulam,"Velur-Chungam Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3021,59,Ayamukku,Ayamukku,Thrissur,Kunnamkulam,"Ayamukku Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3022,60,Pathramangalam,Pathramangalam,Thrissur,Kunnamkulam,"Pathramangalam Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3023,61,Thonnalloor,Thonnalloor,Thrissur,Kunnamkulam,"Thonnalloor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3024,62,Erumapetty,Erumapetty,Thrissur,Kunnamkulam,"Erumapetty Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3025,63,Vellattanjoor,Vellattanjoor,Thrissur,Kunnamkulam,"Vellattanjoor Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3026,64,Kizhthandilam,Kizhthandilam,Thrissur,Kunnamkulam,"Kizhthandilam Toddy Shop, Kunnamkulam, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3027,1,Thirutha,Thirutha,Thrissur,Mala,"Thirutha Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3028,2,Vayalar,Vayalar,Thrissur,Mala,"Vayalar Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3029,3,Kuzhoor,Kuzhoor,Thrissur,Mala,"Kuzhoor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3030,4,Kakulissery -,Kakulissery -,Thrissur,Mala,"Kakulissery - Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3031,5,Kundoor,Kundoor,Thrissur,Mala,"Kundoor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3032,6,Alamattom,Alamattom,Thrissur,Mala,"Alamattom Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3033,7,Palissery,Palissery,Thrissur,Mala,"Palissery Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3034,8,Meladoor,Meladoor,Thrissur,Mala,"Meladoor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3035,9,Eravathur,Eravathur,Thrissur,Mala,"Eravathur Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3036,10,Thekumchery-,Thekumchery-,Thrissur,Mala,"Thekumchery- Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3037,11,Kuruvilassery-,Kuruvilassery-,Thrissur,Mala,"Kuruvilassery- Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3038,12,Arooparambu,Arooparambu,Thrissur,Mala,"Arooparambu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3039,13,Thykootam,Thykootam,Thrissur,Mala,"Thykootam Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3040,14,Kaloor Chandamury,Kaloor Chandamury,Thrissur,Mala,"Kaloor Chandamury Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3041,15,Poovathussery,Poovathussery,Thrissur,Mala,"Poovathussery Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3042,16,Cheryaparambu,Cheryaparambu,Thrissur,Mala,"Cheryaparambu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3043,17,Vynthala,Vynthala,Thrissur,Mala,"Vynthala Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3044,18,Malayankunnu,Malayankunnu,Thrissur,Mala,"Malayankunnu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3045,19,Snehagiri,Snehagiri,Thrissur,Mala,"Snehagiri Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3046,20,Vennoor,Vennoor,Thrissur,Mala,"Vennoor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3047,21,Annamanada,Annamanada,Thrissur,Mala,"Annamanada Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3048,22,Alathur-Vennoor,Alathur-Vennoor,Thrissur,Mala,"Alathur-Vennoor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3049,23,Charupady,Charupady,Thrissur,Mala,"Charupady Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3050,24,Muttikkal-,Muttikkal-,Thrissur,Mala,"Muttikkal- Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3051,25,Velloor,Velloor,Thrissur,Mala,"Velloor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3052,26,Velloor,Velloor,Thrissur,Mala,"Velloor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3053,27,Kolkunnu,Kolkunnu,Thrissur,Mala,"Kolkunnu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3054,28,Ashtamichira,Ashtamichira,Thrissur,Mala,"Ashtamichira Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3055,29,Maniyamkavu,Maniyamkavu,Thrissur,Mala,"Maniyamkavu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3056,30,Kannikulangara,Kannikulangara,Thrissur,Mala,"Kannikulangara Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3057,31,Padinjattumury-,Padinjattumury-,Thrissur,Mala,"Padinjattumury- Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3058,32,Vadakummury,Vadakummury,Thrissur,Mala,"Vadakummury Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3059,33,Perumbankunnu,Perumbankunnu,Thrissur,Mala,"Perumbankunnu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3060,34,Thripekulam,Thripekulam,Thrissur,Mala,"Thripekulam Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3061,35,Parayankunnu,Parayankunnu,Thrissur,Mala,"Parayankunnu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3062,36,Palayamparambu,Palayamparambu,Thrissur,Mala,"Palayamparambu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3063,37,Chembaloor,Chembaloor,Thrissur,Mala,"Chembaloor Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3064,38,Kottakal,Kottakal,Thrissur,Mala,"Kottakal Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3065,39,Puthenchira-Anapara,Puthenchira-Anapara,Thrissur,Mala,"Puthenchira-Anapara Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3066,40,Koonan Parambu,Koonan Parambu,Thrissur,Mala,"Koonan Parambu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3067,41,Vadama,Vadama,Thrissur,Mala,"Vadama Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3068,42,Kotavathil,Kotavathil,Thrissur,Mala,"Kotavathil Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3069,43,Pindani,Pindani,Thrissur,Mala,"Pindani Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3070,44,Piranattukunnu,Piranattukunnu,Thrissur,Mala,"Piranattukunnu Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3071,45,Mala Kadavu (Mala),Mala Kadavu (Mala),Thrissur,Mala,"Mala Kadavu (Mala) Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3072,46,Mala Town (Anapara),Mala Town (Anapara),Thrissur,Mala,"Mala Town (Anapara) Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3073,47,Kumbidy,Kumbidy,Thrissur,Mala,"Kumbidy Toddy Shop, Mala, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3074,1,Thonoorkara,Thonoorkara,Thrissur,Pazhayannur,"Thonoorkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3075,2,Thonoorkara,Thonoorkara,Thrissur,Pazhayannur,"Thonoorkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3076,3,Chealakara,Chealakara,Thrissur,Pazhayannur,"Chealakara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3077,4,Meppadom,Meppadom,Thrissur,Pazhayannur,"Meppadom Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3078,5,Venghanellur,Venghanellur,Thrissur,Pazhayannur,"Venghanellur Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3079,6,Parakkadu,Parakkadu,Thrissur,Pazhayannur,"Parakkadu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3080,7,Kurumala,Kurumala,Thrissur,Pazhayannur,"Kurumala Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3081,8,Plakode,Plakode,Thrissur,Pazhayannur,"Plakode Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3082,9,Kalapara,Kalapara,Thrissur,Pazhayannur,"Kalapara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3083,10,Elanadu,Elanadu,Thrissur,Pazhayannur,"Elanadu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3084,11,Choolippadam,Choolippadam,Thrissur,Pazhayannur,"Choolippadam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3085,12,Vennur,Vennur,Thrissur,Pazhayannur,"Vennur Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3086,13,Kumblakode,Kumblakode,Thrissur,Pazhayannur,"Kumblakode Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3087,14,Kunnampully,Kunnampully,Thrissur,Pazhayannur,"Kunnampully Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3088,15,Kallepadam,Kallepadam,Thrissur,Pazhayannur,"Kallepadam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3089,16,Pazhayannur,Pazhayannur,Thrissur,Pazhayannur,"Pazhayannur Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3090,17,Chelakode,Chelakode,Thrissur,Pazhayannur,"Chelakode Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3091,18,Vadakkumkonam,Vadakkumkonam,Thrissur,Pazhayannur,"Vadakkumkonam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3092,19,Veettykunnu,Veettykunnu,Thrissur,Pazhayannur,"Veettykunnu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3093,20,Mayannur,Mayannur,Thrissur,Pazhayannur,"Mayannur Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3094,21,Mayannur-,Mayannur-,Thrissur,Pazhayannur,"Mayannur- Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3095,22,Mayanur Kadavu,Mayanur Kadavu,Thrissur,Pazhayannur,"Mayanur Kadavu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3096,23,Kuthampully,Kuthampully,Thrissur,Pazhayannur,"Kuthampully Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3097,24,Kodathoor,Kodathoor,Thrissur,Pazhayannur,"Kodathoor Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3098,25,Thiruvilwamala,Thiruvilwamala,Thrissur,Pazhayannur,"Thiruvilwamala Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3099,26,Kumbaratheruvu,Kumbaratheruvu,Thrissur,Pazhayannur,"Kumbaratheruvu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3100,27,Kondazhi,Kondazhi,Thrissur,Pazhayannur,"Kondazhi Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3101,28,Punchappadam,Punchappadam,Thrissur,Pazhayannur,"Punchappadam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3102,29,Kakkarachola,Kakkarachola,Thrissur,Pazhayannur,"Kakkarachola Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3103,30,Vadakkethara,Vadakkethara,Thrissur,Pazhayannur,"Vadakkethara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3104,31,Cheerakuzhi,Cheerakuzhi,Thrissur,Pazhayannur,"Cheerakuzhi Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3105,32,Pattiparambu,Pattiparambu,Thrissur,Pazhayannur,"Pattiparambu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3106,33,Malasamangalam,Malasamangalam,Thrissur,Pazhayannur,"Malasamangalam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3107,34,Pambady,Pambady,Thrissur,Pazhayannur,"Pambady Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3108,1,Kannimangalam,Kannimangalam,Thrissur,Pazhayannur,"Kannimangalam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3109,2,Vadookkara,Vadookkara,Thrissur,Pazhayannur,"Vadookkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3110,3,Aluvattuvazhi,Aluvattuvazhi,Thrissur,Pazhayannur,"Aluvattuvazhi Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3111,4,Kokkala,Kokkala,Thrissur,Pazhayannur,"Kokkala Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3112,5,Saklthan Thampuran,Saklthan Thampuran,Thrissur,Pazhayannur,"Saklthan Thampuran Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3113,6,Koorkanchery,Koorkanchery,Thrissur,Pazhayannur,"Koorkanchery Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3114,7,Aranattukara,Aranattukara,Thrissur,Pazhayannur,"Aranattukara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3115,8,Ayyanthole,Ayyanthole,Thrissur,Pazhayannur,"Ayyanthole Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3116,9,Ayyanthole Padam,Ayyanthole Padam,Thrissur,Pazhayannur,"Ayyanthole Padam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3117,10,Pulla,Pulla,Thrissur,Pazhayannur,"Pulla Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3118,11,Pullapara,Pullapara,Thrissur,Pazhayannur,"Pullapara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3119,12,Chettupuzha,Chettupuzha,Thrissur,Pazhayannur,"Chettupuzha Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3120,13,Kizhakkumpattukara,Kizhakkumpattukara,Thrissur,Pazhayannur,"Kizhakkumpattukara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3121,14,Chembukavu Vadakku,Chembukavu Vadakku,Thrissur,Pazhayannur,"Chembukavu Vadakku Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3122,15,Ollukkara,Ollukkara,Thrissur,Pazhayannur,"Ollukkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3123,16,Mannuthi,Mannuthi,Thrissur,Pazhayannur,"Mannuthi Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3124,17,Mudikkode,Mudikkode,Thrissur,Pazhayannur,"Mudikkode Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3125,18,Mullakkara,Mullakkara,Thrissur,Pazhayannur,"Mullakkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3126,19,Chiraykkakkode,Chiraykkakkode,Thrissur,Pazhayannur,"Chiraykkakkode Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3127,20,Pattikkadu,Pattikkadu,Thrissur,Pazhayannur,"Pattikkadu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3128,21,Thanippadam,Thanippadam,Thrissur,Pazhayannur,"Thanippadam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3129,22,Peechi (Konganpara),Peechi (Konganpara),Thrissur,Pazhayannur,"Peechi (Konganpara) Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3130,23,Kannara,Kannara,Thrissur,Pazhayannur,"Kannara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3131,24,Vilangannoor,Vilangannoor,Thrissur,Pazhayannur,"Vilangannoor Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3132,25,Puthoor,Puthoor,Thrissur,Pazhayannur,"Puthoor Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3133,26,Elamthuruthi,Elamthuruthi,Thrissur,Pazhayannur,"Elamthuruthi Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3134,27,Vettukadu(Mannamang,Vettukadu(Mannamang,Thrissur,Pazhayannur,"Vettukadu(Mannamang Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3135,28,Ancheri,Ancheri,Thrissur,Pazhayannur,"Ancheri Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3136,29,Valakavu,Valakavu,Thrissur,Pazhayannur,"Valakavu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3137,30,Kuttanelloor,Kuttanelloor,Thrissur,Pazhayannur,"Kuttanelloor Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3138,31,Marathakkara,Marathakkara,Thrissur,Pazhayannur,"Marathakkara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3139,32,Kunjanampara,Kunjanampara,Thrissur,Pazhayannur,"Kunjanampara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3140,33,Padavaradu,Padavaradu,Thrissur,Pazhayannur,"Padavaradu Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3141,34,Eravimangalam,Eravimangalam,Thrissur,Pazhayannur,"Eravimangalam Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3142,35,Poochetti,Poochetti,Thrissur,Pazhayannur,"Poochetti Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3143,36,Nadathara,Nadathara,Thrissur,Pazhayannur,"Nadathara Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3144,37,Ollur (Chiyaram),Ollur (Chiyaram),Thrissur,Pazhayannur,"Ollur (Chiyaram) Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3145,38,Panamukku,Panamukku,Thrissur,Pazhayannur,"Panamukku Toddy Shop, Pazhayannur, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3146,1,Kazhimbram South,Kazhimbram South,Thrissur,Vatanappilly,"Kazhimbram South Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3147,2,Kazhimbram Beach,Kazhimbram Beach,Thrissur,Vatanappilly,"Kazhimbram Beach Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3148,3,Kothakulam Beach,Kothakulam Beach,Thrissur,Vatanappilly,"Kothakulam Beach Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3149,4,Palappetty,Palappetty,Thrissur,Vatanappilly,"Palappetty Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3150,5,Edamuttam,Edamuttam,Thrissur,Vatanappilly,"Edamuttam Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3151,6,Muriyamthode,Muriyamthode,Thrissur,Vatanappilly,"Muriyamthode Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3152,7,Valappad,Valappad,Thrissur,Vatanappilly,"Valappad Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3153,8,Anjangadi,Anjangadi,Thrissur,Vatanappilly,"Anjangadi Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3154,9,Nattika Centre,Nattika Centre,Thrissur,Vatanappilly,"Nattika Centre Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3155,10,Thalikulam,Thalikulam,Thrissur,Vatanappilly,"Thalikulam Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3156,11,Kuzhikkal Kadavu,Kuzhikkal Kadavu,Thrissur,Vatanappilly,"Kuzhikkal Kadavu Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3157,12,Thriprayar,Thriprayar,Thrissur,Vatanappilly,"Thriprayar Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3158,13,Nattika Beach,Nattika Beach,Thrissur,Vatanappilly,"Nattika Beach Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3159,14,Chemmappilly,Chemmappilly,Thrissur,Vatanappilly,"Chemmappilly Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
3160,15,Muttichoor,Muttichoor,Thrissur,Vatanappilly,"Muttichoor Toddy Shop, Vatanappilly, Thrissur, Kerala, India",,,,,,,,,,,0,0,0,
